rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCD2	120.41449014602712	0.18630238685035974	0.35383538628890604	0.5265227675624398	0.5985250373345739	0.9547230265590431
ABCD3	304.2700318127712	-0.1575107949589648	0.2251483385953989	-0.6995867521901566	0.4841854182778992	0.9350635704738189
ABCD4	232.18357956923458	-0.20083478969934906	0.2254413126129655	-0.8908517581431024	0.3730087038119688	0.9122248143102104
ABCE1	1748.87637574383	-0.147232359058134	0.1521646036215342	-0.9675861241970062	0.3332511098889477	0.9019434911259993
ABCF1	724.9808414232016	0.5255477587771007	0.20897393484316776	2.514896219815727	0.011906742717299898	0.45713759303621526
ABCF2	268.61029843276776	-0.023491394673974375	0.21640914340058603	-0.10855084172894869	0.9135587528702651	0.9921029135007104
ABCF2-H2BE1	168.5531533953182	-0.25551900586285076	0.3332770351262385	-0.7666865068157648	0.44326792802965853	0.9247865592197324
ABCF2P1	0.06875240287083804	-0.15829423995657657	3.160746997927919	-0.05008127511007652	0.9600576213089704	NA
ABCF2P2	0	NA	NA	NA	NA	NA
ABCF3	237.24959087384096	-0.172077669286761	0.20849027813159624	-0.8253510467195401	0.40917231871111986	0.9237867065195398
ABCG1	49.56750045005736	-0.7008756618115753	0.4779825422827887	-1.4663206284988468	0.1425609581950141	0.7928748279565184
ABCG2	0.5469802944788009	-0.5272074920514737	3.113054876221174	-0.1693537419075092	0.865518406474932	NA
ABCG4	0.4332849308047595	0.27874738980260044	3.1551927563323994	0.08834559766377532	0.9296019989138928	NA
ABCG5	0	NA	NA	NA	NA	NA
ABCG8	0	NA	NA	NA	NA	NA
ABHD1	1.1733760732741116	0.7609086195519844	1.8768004486157432	0.40542862194710244	0.6851624756723682	NA
ABHD10	296.23339805787833	-0.28187493277232506	0.16544116067596637	-1.703777534082986	0.08842265663116877	0.7247618999066553
ABHD11	27.46561449818847	0.1208803043269474	0.3737531542445256	0.32342283390566984	0.7463750390303407	0.9775058721557369
ABHD11-AS1	0.34952997119144785	-0.555754801709043	3.1433060331999525	-0.1768058203175568	0.8596609171311081	NA
ABHD12	204.83046033678076	-0.21595631745222937	0.1718112177999353	-1.2569395655160225	0.20877552015652381	0.8466811610919428
ABHD12B	0.10362479983316486	0.9958473795943941	3.160746997927919	0.3150670965588953	0.7527107103058563	NA
ABHD13	243.8339095488385	-0.1424508101865004	0.16602060672408747	-0.8580308974731184	0.39087540255247094	0.9158766682856503
ABHD14A	21.88268946513075	-0.12484169622687998	0.39926200813518536	-0.3126811308944027	0.7545229326146277	0.9785492666559432
ABHD14A-ACY1	6.088185324638908	-0.8644036444088236	0.9560469105798189	-0.9041435465594299	0.36591929020668323	0.9094550087372325
ABHD14B	348.3099076691374	0.029425241260448765	0.13384529923651733	0.21984516025812437	0.8259917471120584	0.9862891739650084
ABHD15	59.33656484926544	0.08444566065694528	0.3915599886320608	0.21566468257382848	0.8292491325781912	0.9862891739650084
ABHD16A	100.89709781495992	-0.006724225438339097	0.29489584556387705	-0.02280203515746908	0.9818081846269029	0.9967067478002872
ABHD16B	0	NA	NA	NA	NA	NA
ABHD17A	366.67261822764345	-0.07390033703512107	0.2808424275261361	-0.2631380795490513	0.7924441546005891	0.982344471299528
ABHD17AP1	0.10770956359221642	0.9958473795943941	3.160746997927919	0.3150670965588953	0.7527107103058563	NA
ABHD17AP3	0	NA	NA	NA	NA	NA
ABHD17AP4	0.06875240287083804	-0.15829423995657657	3.160746997927919	-0.05008127511007652	0.9600576213089704	NA
ABHD17AP5	1.750224653185116	-2.6953210894106445	1.4347707530733314	-1.8785726455861804	0.06030286913303805	NA
ABHD17AP6	0.2590550880347612	1.5729196306830184	3.160746997927919	0.4976417383973385	0.6187365795675102	NA
ABHD17AP7	0	NA	NA	NA	NA	NA
ABHD17AP8	0	NA	NA	NA	NA	NA
ABHD17AP9	0	NA	NA	NA	NA	NA
ABHD17B	195.26199782086934	-0.333727973748604	0.18235162004760821	-1.8301344055044566	0.06722984331635876	0.6865219914459926
ABHD17C	51.68365225311086	-0.3106810555395833	0.44631225771583516	-0.6961069299992034	0.4863618669079279	0.9351563985960631
ABHD18	293.08065052082696	0.04736987992605757	0.1472737087856404	0.3216451891967038	0.7477215054930886	0.9775371853359731
ABHD2	629.4956232513605	-0.21113229991526944	0.17186358669754864	-1.2284876859158491	0.21926394919858355	0.8471258739139529
ABHD3	160.5454742045641	-0.2728492198172457	0.20764793206746476	-1.313999215405608	0.1888464682633393	0.8327940606438778
ABHD4	214.73533772716232	-0.2644103598697455	0.3085570056729258	-0.85692547895031	0.3914860705941142	0.9158766682856503
ABHD5	132.95780613890688	0.26256151909203657	0.36985899734813427	0.7098962603981143	0.47776846961009045	0.9337625940206966
ABHD6	150.73915840521147	-0.4287386582645907	0.40039284395436264	-1.0707950072990289	0.2842616123272057	0.872308893585619
ABHD8	67.64607577044036	0.16829741445137938	0.2928504281372137	0.5746872747357721	0.5655028152047962	0.9502684584131302
ABI1	900.2267401097918	0.2135964031524087	0.19446486868149523	1.0983804149337024	0.27203841080472346	0.8652181308851683
ABI1P1	1.4392268807431365	0.9173211314578446	1.9583733019039458	0.46840974116937656	0.6394916032435302	NA
ABI2	584.5462787094419	0.018202382649442392	0.29121210256702607	0.06250558437986926	0.9501602149458297	0.9934943575178125
ABI3	243.09713878617134	0.16869858351771116	0.21085960355489639	0.8000516963591426	0.4236808457890576	0.9237867065195398
ABI3BP	3.5418648448085563	1.4734866865073633	1.2359646812612368	1.1921753985751016	0.23319247764510934	0.8514688607422389
ABITRAM	122.75851641881574	0.37004926117917325	0.1802448571032576	2.0530364478981036	0.040069042729080975	0.6183762376519238
ABITRAMP1	0	NA	NA	NA	NA	NA
ABL1	392.8852992545389	-0.155762619181848	0.19771919392189038	-0.7877971586480498	0.4308153633275431	0.9247865592197324
ABL2	198.00071699007012	-0.33755212607378604	0.14977249438158519	-2.2537658030437977	0.024210905206705623	0.5708547666107218
ABLIM1	476.52483932370257	0.7233267332431824	0.8795696300699062	0.8223643797088516	0.41086954583479723	0.9237867065195398
ABLIM2	0.9527827686720501	0.487130206465532	1.6506396696082717	0.29511601801084625	0.7679052537771557	NA
ABLIM3	2.2361218744475835	1.5799238393230906	1.938875714289831	0.814865969839528	0.4151490341631872	NA
ABO	2.1093786252673112	-0.7827624423618608	1.525648995165379	-0.5130685005806398	0.6079034047251246	NA
ABR	887.6083526038025	-0.11218557282179248	0.17259388028640282	-0.6499973964061263	0.5156939033908665	0.9375297879242339
ABRA	0	NA	NA	NA	NA	NA
ABRACL	394.9065334303544	0.19139869445481036	0.2691360070209446	0.7111597462316346	0.4769852498605698	0.9334090641778148
ABRAXAS1	143.26508828090988	0.14479540879015898	0.24058197529246744	0.6018547674410606	0.5472708154732311	0.9446833130724989
ABRAXAS2	239.7845508020279	-0.024182070007928193	0.16413853262820463	-0.14732719746376532	0.8828737662333545	0.9874103181602251
ABT1	218.42403367800424	-0.2324173821921276	0.18034772625632825	-1.2887181170323863	0.19749610170245932	0.8391633361290771
ABT1P1	0.17343130862652145	0.4350808595757231	3.160746997927919	0.13765127669533428	0.8905160282779866	NA
ABTB1	67.15660804478463	-0.31831741128157226	0.3606925894774653	-0.8825171921128685	0.37749718688146644	0.9134135973130919
ABTB2	87.07467521633741	1.0579753770085185	0.49168647559816797	2.1517276344065066	0.03141881230929369	0.5882719920020224
ACAA1	266.653041309832	-0.24589401089262106	0.27326389838333487	-0.8998408218113052	0.368204966697474	0.9099144326191697
ACAA2	416.43630872173014	-0.025864355739151836	0.18120423412579542	-0.1427359347530274	0.8864987354508447	0.9874103181602251
ACACA	573.7104152064658	-0.19138145893796532	0.22912792819315117	-0.8352602864572398	0.40357117251130964	0.9220150545838449
ACACB	21.71986097953716	0.6395441743747706	0.8125744164605575	0.7870592051870418	0.4312472088034266	0.9247865592197324
ACAD10	216.71871187011564	-0.2910391131705881	0.2959246635265692	-0.9834905604089925	0.3253660589023579	0.8957638975790817
ACAD11	346.50014431692216	0.2065682972917241	0.30538746390298727	0.6764138077303162	0.4987779530680388	0.9373961553515837
ACAD8	154.48475651325253	-0.2512665965858756	0.2478228264695471	-1.0138960973264166	0.31063233380214306	0.8855332581160772
ACAD9	276.99298965801813	0.14911491740615015	0.22555714498779078	0.6610959604681182	0.5085507756961993	0.9373961553515837
ACADL	0	NA	NA	NA	NA	NA
ACADM	2114.184710629588	0.2583579534779714	0.16630531617443528	1.5535159032858783	0.12029993291010842	0.7669552564154055
ACADS	88.50779883263647	-0.9974103056671444	0.36704517325666264	-2.717404772871616	0.00657960860957321	0.408526220260944
ACADSB	480.7385111182282	-0.2587049509786996	0.2393898547206509	-1.0806846901702993	0.2798373955801181	0.8698040785987807
ACADVL	1289.1870955071956	-0.06624357101056227	0.18643280581532157	-0.35532142919193355	0.7223488033589689	0.9746578943438963
ACAN	0	NA	NA	NA	NA	NA
ACAP1	664.0530734575465	0.04215130228219481	0.10394492903376476	0.40551571561997674	0.6850984688903745	0.9705642453738264
ACAP2	1310.1829306540653	-0.1345534961466773	0.15910435302471082	-0.8456933678350053	0.39772382391693173	0.9199266095532072
ACAP3	177.61129335338774	-0.6697685749061995	0.2921512274048222	-2.2925406846849494	0.021874462665224973	0.5471354865566648
ACAT1	590.7861196797601	-0.11817411785387355	0.1310454733712234	-0.9017794725279209	0.36717402631191054	0.9095470421102247
ACAT2	618.6837103771635	0.07757368820053148	0.2325783425676284	0.33353788381209587	0.7387282977880323	0.9770221894290316
ACBD3	543.7177091713925	0.04224990016752017	0.1731013415840727	0.24407609889609108	0.8071718831513424	0.9845483093624765
ACBD4	84.67037551134446	-0.3195861811110588	0.24337822791983482	-1.3131255981382433	0.1891406294710866	0.8327940606438778
ACBD5	358.19550031598004	-0.08491748250140133	0.15548215307582886	-0.5461558180248954	0.5849588335731237	0.9538410236097365
ACBD6	379.6126658185979	0.05533160245728951	0.17589615257647687	0.314569714270653	0.7530883770758413	0.9784371384090864
ACBD7	7.280561520667036	-0.33032257661290204	0.86264763170896	-0.38291715466547094	0.7017811914434022	0.9722360765416775
ACCS	110.12749993755912	-0.24021294297838622	0.4329080819365332	-0.5548820939166547	0.5789753103208535	0.9517799276944316
ACCSL	3.670107445955136	-1.5826906274167991	1.383356047984803	-1.1440949202646533	0.25258427410626766	0.8567233256901807
ACD	107.99104345274192	0.4344879374697988	0.19672731521496728	2.208579611809506	0.02720389474982198	0.5807097044152838
ACE	1.5205814176748058	0.9798332608954241	2.277066111585632	0.4303051439350255	0.6669736857577939	NA
ACE2	0	NA	NA	NA	NA	NA
ACE3P	0.18213991600344565	-0.7260802083620215	3.159714647400215	-0.22979296847562922	0.8182526488756794	NA
ACER1	0.08324250395602409	-0.15829423995657674	3.160746997927919	-0.050081275110076574	0.9600576213089703	NA
ACER2	42.93486561180993	-0.06408038506234455	0.400937307054519	-0.15982644651631525	0.873017790567174	0.9874103181602251
ACER2P1	0	NA	NA	NA	NA	NA
ACER3	185.17971565780863	-0.271819513587086	0.26787458155605764	-1.014726787469392	0.31023608129595226	0.8855332581160772
ACHE	48.73958540254942	-0.07898268449554492	0.4456695880092203	-0.17722251331610017	0.859333612487556	0.9874103181602251
ACIN1	1468.6115286338988	-0.050581134668665616	0.12496262960266294	-0.40477008870168446	0.6856465172924411	0.9706772473488495
ACKR1	5.657508512425596	-1.0901819493945368	1.0079471411712932	-1.0815864293515252	0.27943633723091066	0.8692055321830017
ACKR2	4.149601253623559	0.6694470336416032	1.2472486275102945	0.5367390421410407	0.5914478835870408	0.9547230265590431
ACKR3	121.51639039971367	0.007956087793518618	0.44564862937338734	0.017852826799232897	0.9857562617697283	0.9969318216358958
ACKR4	1.19010984337717	3.250990652693771	2.21926968770624	1.4648921087431612	0.14295035612707377	NA
ACKR4P1	0	NA	NA	NA	NA	NA
ACLY	1510.0769581015343	0.021448540318666224	0.125424247302968	0.17100792534043513	0.8642175338728728	0.9874103181602251
ACMSD	0.13515401703071325	0.9958473795943937	3.160746997927919	0.3150670965588952	0.7527107103058565	NA
ACNATP	0	NA	NA	NA	NA	NA
ACO1	141.77104455249753	-0.07664810901051955	0.2457943361507171	-0.3118383857450652	0.7551633500078303	0.9788350755362458
ACO2	1011.4891300065929	-0.2697214739493039	0.18205851579689372	-1.4815097924351304	0.13847077741946037	0.788779672722063
ACOD1	0	NA	NA	NA	NA	NA
ACOT1	3.570880924148182	-0.41512754916676714	0.9480868112590312	-0.4378581626037916	0.6614891053952792	0.967005030744412
ACOT11	17.237576435021587	0.5774675639096208	0.7382491437378638	0.7822123043527255	0.43408981451264717	0.9247865592197324
ACOT12	0.4399016137329855	2.4760658821337667	3.1150528944940903	0.7948712159945199	0.42668841938590163	NA
ACOT13	197.15528905510874	0.5318952038145801	0.3337593316315765	1.5936489362392354	0.11101468731767013	0.7576959703677054
ACOT2	63.68988887703234	0.2108150033095862	0.3912272788867692	0.5388555826410081	0.5899865075890995	0.9547230265590431
ACOT4	13.411556799960383	0.38801765301977054	0.4886270394999185	0.7940977916753935	0.42713850312298496	0.9247832998862767
ACOT6	0	NA	NA	NA	NA	NA
ACOT7	212.53613667145117	-0.0814527656244578	0.21771593154030303	-0.3741240480115231	0.7083120279962636	0.9741451291789537
ACOT8	100.17000748882973	-0.07005279433096091	0.17625066037879808	-0.3974611736512271	0.6910274124564053	0.9717097771478144
ACOT9	322.4511819131995	0.06573044502189294	0.27863775465869917	0.23589927754910875	0.8135108288650834	0.9852244492937994
ACOX1	318.17605092975185	-0.17363895654181866	0.3541396170009317	-0.4903121486726006	0.6239130316063335	0.9589509037131237
ACOX2	0	NA	NA	NA	NA	NA
ACOX3	136.20941427861666	-0.3686584279291856	0.3102668874089666	-1.1881977835528816	0.23475549672753251	0.8534254925309149
ACOXL	27.269310490894327	1.4572089301274425	0.8681591359558033	1.6785044006052212	0.09324867210391016	0.727752246175835
ACP1	576.3356927171343	0.12776109420969814	0.1348431445280741	0.9474793446625571	0.34339457662153017	0.9032188227661667
ACP2	77.49498457392282	-0.15233508747252056	0.2970572283796164	-0.51281393926509	0.6080814781617159	0.9560141565589446
ACP3	14.841134255467615	0.2847798496137022	0.9958748004338278	0.2859594895760441	0.7749091491117899	0.9810893886158523
ACP4	0	NA	NA	NA	NA	NA
ACP5	243.79972285102627	0.5770686865773277	0.29981781452686457	1.9247311487744188	0.0542630015146967	0.6550770566140898
ACP6	109.17062019112178	-0.31278106811518996	0.3832528945525639	-0.8161218677300595	0.41443043802116053	0.9237867065195398
ACP7	0	NA	NA	NA	NA	NA
ACR	0	NA	NA	NA	NA	NA
ACRBP	19.951239888961954	0.9692819747162309	0.7733150301834316	1.2534115294336328	0.2100559777178549	0.8466811610919428
ACRP1	0	NA	NA	NA	NA	NA
ACRV1	0.38369380664242275	2.017177630943676	3.1373484519674193	0.6429561975108986	0.5202525226048591	NA
ACSBG1	10.558043916419068	0.022997197781771447	0.9957977721614384	0.023094245061278516	0.9815750962392189	0.9966872182728219
ACSBG2	0.9360163400887621	1.2636644001077026	2.9205958335463467	0.43267349271442757	0.665251989612302	NA
ACSF2	94.19184255398393	-0.25339748719240535	0.31023863513966665	-0.8167824973776334	0.41405273623837763	0.9237867065195398
ACSF3	269.43375921402736	0.20068965027981525	0.23675295854601344	0.8476753638574311	0.396618790227823	0.9197037487944366
ACSL1	1059.3148839969974	-0.32009116866470944	0.16769321203279924	-1.9087902532518881	0.05628915471266034	0.6592738316458232
ACSL3	746.2713747416147	0.013475127220502882	0.3561376582965682	0.0378368501802235	0.9698177632022429	0.9963169644702962
ACSL4	2083.040711143856	0.2009207595077614	0.2255343720190039	0.8908653599409294	0.37300140584261743	0.9122248143102104
ACSL5	581.4729538793376	0.10605575799858355	0.15088407779877938	0.7028956238843216	0.4821207985321312	0.9350635704738189
ACSL6	1.2046334003864847	-1.678627155629842	1.6677420109509609	-1.0065268756242904	0.31416219012088314	NA
ACSM1	0.8685137693255156	-0.3314515338637699	1.8279326364714736	-0.18132590186889114	0.8561117762528945	NA
ACSM2A	0.13515401703071328	0.9958473795943941	3.160746997927919	0.3150670965588953	0.7527107103058563	NA
ACSM2B	0.37969190329593283	1.2447496860589107	3.1469654260985425	0.39553967632942566	0.6924446462816867	NA
ACSM3	107.83841583172479	0.1594656798042142	0.44668475125105345	0.35699826187840594	0.7210931069382369	0.9745127211249446
ACSM4	0	NA	NA	NA	NA	NA
ACSM5	0	NA	NA	NA	NA	NA
ACSM5P1	0	NA	NA	NA	NA	NA
ACSM6	0.11263029044477064	-0.15829423995657674	3.160746997927919	-0.050081275110076574	0.9600576213089703	NA
ACSS1	264.94440228077326	-0.43230534391694403	0.2947452549316117	-1.4667084089860911	0.1424553943788363	0.7928748279565184
ACSS2	126.72557602345175	-0.045871809373653434	0.357512927514946	-0.12830811375830806	0.8979051443309665	0.9901267811760374
ACSS3	22.215594287105365	0.23614563850975104	0.8450549592041514	0.2794441189152316	0.7799040170217961	0.9814510868547133
ACTA1	0.7217563150062406	0.8881761418802023	2.539436768853249	0.34975320227456663	0.726523922574777	NA
ACTA2	172.10942693807627	-0.2030617553728966	0.3093735937801523	-0.6563642128978752	0.5115898107701657	0.9374267496734687
ACTB	70379.7138284398	0.388041410683528	0.17986977951664407	2.15734634092672	0.0309786888035715	0.5860623077905339
ACTBL2	0.3394738839238156	2.097879064901628	3.1411571089424655	0.6678682384046437	0.5042177032799524	NA
ACTBP1	0.5749017894949366	2.036274058918761	2.539392360286588	0.8018745313894515	0.42262553992767415	NA
ACTBP11	0.6511609792210264	-1.7854189938139042	2.0640446086021056	-0.8650098870794739	0.3870333621441698	NA
ACTBP12	0.13515401703071322	0.9958473795943937	3.160746997927919	0.3150670965588952	0.7527107103058565	NA
ACTBP14	0.7699355030756186	-0.21316349636176787	1.687841384060523	-0.12629355955768187	0.8994995541686177	NA
ACTBP15	2.580020292522842	-0.24227630086923496	0.9059764534676212	-0.26742008574496984	0.7891457362086065	0.9822900998586639
ACTBP2	4.542979617595638	0.4801494223203827	0.6995600936048461	0.6863590800987002	0.4924867017034585	0.936621105487007
ACTBP4	0.693940002501779	-0.9397272427104247	2.1386743047275174	-0.4393970791312952	0.6603738425776495	NA
ACTBP6	0	NA	NA	NA	NA	NA
ACTBP7	1.3208356116127675	2.042818033053335	1.5282180730040102	1.336732020867793	0.1813101257774585	NA
ACTBP8	1.1302017742808863	-0.5325926105232807	1.600090215843252	-0.3328516137714166	0.7392462953083269	NA
ACTBP9	0.6827499423224181	-0.9115687812524388	2.144485880877217	-0.4250756740256808	0.6707815104932655	NA
ACTC1	0.27030803406142656	1.572919630683019	3.160746997927919	0.4976417383973387	0.6187365795675099	NA
ACTE1P	0.08324250395602407	-0.15829423995657657	3.160746997927919	-0.05008127511007652	0.9600576213089704	NA
ACTG1	18691.350458717185	0.4496253263849079	0.22708522344644086	1.9799849570174881	0.047705219032232724	0.6352963800251586
ACTG1P1	2.803553756272692	-0.5598925699531789	0.9656657264095242	-0.5797995669111455	0.5620497896882983	0.948152671180669
ACTG1P10	0.3698291500294437	-1.783610313326922	2.78772077177024	-0.6398095287693774	0.5222964369517572	NA
ACTG1P12	0.4498277833710359	1.6105769061145987	2.6925942211873743	0.5981506212266808	0.549739435881897	NA
ACTG1P13	0	NA	NA	NA	NA	NA
ACTG1P14	8.933146729229408	-0.09790237267426682	0.5846521099756927	-0.16745406542420102	0.8670127876084128	0.9874103181602251
